Random waveform, supplied seed
Total number of intervals = 180 (5031, 54838, 74868, 30015, 40743, 23648, 97712, 53672, 55395, 29425, 15173, 82475, 90555, 47944, 28313, 28504, 22886, 35717, 14828, 81704, 55771, 85226, 75020, 12441, 56208, 17446, 86943, 49138, 49839, 47752, 27181, 6170, 7187, 99387, 91970, 79658, 59230, 78081, 64242, 37702, 40686, 30376, 38416, 65892, 39560, 10016, 55224, 19982, 48114, 36283, 23315, 11150, 98724, 56880, 13467, 99368, 46206, 71651, 22741, 56654, 99570, 23047, 70008, 42943, 46704, 75970, 21917, 82027, 81583, 14259, 7821, 17727, 65559, 41133, 28693, 53141, 54512, 14835, 98446, 38117, 77994, 30209, 68315, 91940, 49308, 46880, 92540, 49396, 97841, 35404, 80451, 87228, 75554, 57964, 83546, 55468, 34203, 37629, 34577, 47426, 58845, 66993, 10977, 51529, 48344, 5902, 71602, 41886, 47456, 93939, 16890, 45689, 32790, 44044, 28149, 39739, 72475, 93882, 6692, 50406, 83055, 55609, 16968, 43031, 17236, 82183, 42212, 12244, 61777, 36984, 29093, 41715, 34838, 63574, 24401, 32025, 98971, 23657, 67877, 53849, 79536, 17081, 39024, 26125, 33388, 20979, 95865, 73949, 60987, 54175, 51484, 39771, 32864, 42033, 43808, 45785, 35582, 38504, 15320, 74264, 43890, 5962, 38365, 55971, 23217, 87681, 91728, 96668, 80475, 27150, 53444, 23737, 87776, 82175, 98548, 37704, 64701, 69089, 89785, 16676)
Average QPS expected = 50230
Timestamp start: 1622167839166
Timestamp end: 1622169639646

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      456.7   647.1    74.4   135.8   167.0   383.2   468.9   522.9   566.2   622.4   704.1   863.7  2131.0  7929.3 30473.0  87232.5    87228
read      453.8   772.3    68.9   128.2   154.1   361.0   447.2   500.4   543.6   600.5   684.5   852.6  2682.0  9884.7 31811.1  75446.3    75554
read      458.6   747.7    68.9   124.4   147.4   356.3   448.4   502.8   547.7   608.3   694.5   954.3  2401.1 10047.9 31244.4  57966.5    57964
read      446.2   706.3    74.4   131.3   159.6   367.6   449.0   497.9   538.6   596.1   683.2   835.3  2451.8  8548.6 30804.6  83674.3    83546
read      448.7   703.8    68.9   122.1   144.3   349.9   439.3   493.6   538.9   598.9   687.4  1029.8  2237.6  7745.0 30928.4  55444.9    55468
read      435.6   617.1    74.4   119.7   140.6   346.9   432.7   492.8   539.9   599.6   691.1  1095.9  1734.9  7305.1 30024.7  34242.9    34203
read      444.4   755.0    74.4   119.7   140.4   347.2   431.1   487.1   532.9   591.3   675.6  1042.9  1956.9  9810.4 31408.6  37522.2    37629
read      428.6   621.2    74.4   119.0   139.5   344.1   427.2   484.2   530.7   586.9   668.6  1023.3  1743.5  7426.6 29457.7  34535.8    34577
read      440.3   623.0    68.9   120.0   141.0   349.3   436.2   490.7   536.3   593.9   681.7  1055.4  2050.0  7614.7 29723.4  47404.3    47426
read      446.1   629.3    68.9   122.4   145.0   350.5   440.4   493.8   538.9   600.4   689.1  1024.4  2331.6  6895.1 30229.7  58810.5    58845
read      455.0   764.5    68.9   124.4   148.3   354.9   442.4   496.1   540.4   600.2   686.5   903.8  2570.4 10223.5 31468.4  67017.7    66993
read      414.0   710.2    74.4   128.0   150.3   345.4   415.7   456.4   489.5   535.2   609.1   743.5  2155.5  8046.7 31855.2  10998.7    10977
read      449.2   632.2    74.4   123.4   145.1   350.8   441.8   497.9   544.2   606.0   696.3  1109.5  2196.4  7144.1 30576.7  51460.3    51529
read      454.0   704.7    74.4   121.7   143.2   353.1   443.5   499.9   545.8   607.3   697.5  1131.1  2166.9  8124.9 31128.2  48245.1    48344
read      381.0   785.7    86.8   144.5   180.9   309.9   356.4   385.5   408.3   439.3   487.0   573.1  2122.8  7983.4 32134.3   5913.3     5902
read      451.3   696.2    74.4   125.9   149.9   355.0   444.2   497.8   541.4   600.4   686.9   884.4  2654.0  8136.0 31112.5  71567.0    71602
read      460.1   766.7    74.4   120.7   141.9   355.1   445.3   503.4   551.6   615.9   713.0  1153.9  2115.7 10270.3 31811.0  41874.1    41886
read      434.2   574.5    74.4   119.8   140.6   343.9   432.5   487.5   533.1   592.5   679.5  1085.7  2038.3  6454.1 28833.5  47468.2    47456
read      460.1   705.4    74.4   139.6   174.2   389.7   468.9   519.7   562.8   621.9   709.5   862.7  1756.8  9519.5 31429.0  93827.3    93939
read      424.6   731.1    74.4   120.7   140.8   344.4   436.9   488.2   525.2   574.4   669.9   875.2  1526.3  9170.3 31688.7  16871.7    16890
read      451.0   641.0    74.4   121.2   142.7   357.8   449.9   507.0   555.1   619.5   716.7  1136.8  2016.2  7160.3 30316.6  45657.2    45689
read      444.2   585.0    68.9   121.2   141.8   354.8   445.0   508.1   558.7   621.9   722.2  1133.3  1818.0  6539.6 30362.7  32812.7    32790
read      440.6   580.1    68.9   120.4   141.6   354.1   443.1   500.8   547.5   608.7   696.8  1083.2  1943.1  7000.4 29102.0  44087.1    44044
read      453.8   794.4    74.4   118.7   138.7   343.6   436.7   501.7   548.7   609.3   717.0  1097.3  2018.1 10211.7 31839.6  28082.4    28149
read      433.7   513.9    74.4   119.2   139.8   351.6   438.6   497.7   546.0   608.8   696.1  1103.4  1857.8  5596.6 17084.9  39748.2    39739
read      456.7   682.6    74.4   127.2   152.2   359.7   449.1   504.0   549.5   612.6   702.3   905.4  2648.7  7859.4 31100.9  72397.3    72475
read      462.8   599.2    74.4   142.0   178.4   397.5   482.4   536.5   581.1   639.0   726.9   877.0  1652.3  7377.8 29620.1  93877.3    93882
read      380.7   711.4    80.4   140.6   171.9   324.6   373.9   403.6   428.0   459.7   506.0   590.6  1461.4  8551.6 31249.7   6703.3     6692
read      440.2   547.5    68.9   120.5   141.6   350.4   441.3   497.2   543.7   606.7   695.5  1103.1  2079.2  6255.5 20318.8  50466.4    50406
read      449.6   711.5    68.9   130.3   158.0   364.8   450.6   502.6   545.0   603.3   684.9   837.1  2541.9 10342.4 30832.3  83097.2    83055
read      441.9   631.6    74.4   120.7   142.1   345.7   436.0   492.2   538.9   599.1   686.3  1019.8  2248.3  6721.4 25735.0  55437.9    55609
read      417.5   593.8    74.4   120.8   140.6   353.0   445.6   496.0   532.2   578.5   660.1   866.6  1351.2  8199.7 29641.2  16911.8    16968
read      436.9   546.4    68.9   119.2   140.1   352.9   444.0   503.2   550.3   612.2   705.1  1089.4  1883.4  5715.4 24432.6  43073.5    43031
read      421.7   704.2    74.4   120.1   139.9   347.0   440.0   490.6   527.4   574.0   655.2   861.9  1539.5  8546.5 31740.3  17110.5    17236
read      452.9   686.9    74.4   130.4   158.5   370.1   457.4   509.9   553.5   611.9   692.8   855.2  2511.5  8864.3 30940.1  82178.7    82183
read      445.4   613.1    74.4   120.5   141.3   353.7   445.0   504.5   553.4   618.1   713.1  1143.0  1980.1  6487.8 28777.1  42198.4    42212
read      420.1   810.0    74.4   125.7   147.1   351.1   425.1   465.6   497.5   539.6   608.1   750.6  1885.7  8695.3 35892.7  12181.3    12244
read      458.7   617.4    68.9   124.3   147.5   359.2   454.7   513.1   561.7   625.3   719.7  1049.6  2474.2  6623.1 30129.4  61761.3    61777
read      437.2   541.5    68.9   119.3   139.8   352.7   440.5   502.3   551.5   614.9   705.5  1132.6  1815.9  6324.8 17803.9  37009.4    36984
read      433.8   568.2    74.4   119.2   139.4   348.7   441.9   506.6   555.6   616.6   713.3  1080.1  1620.6  6592.8 25562.1  29073.7    29093
read      436.3   567.7    68.9   119.6   140.3   354.3   442.7   501.1   548.8   609.5   692.7  1052.3  1860.9  6124.7 29368.4  41681.8    41715
read      438.2   597.9    68.9   119.7   140.3   353.9   442.7   505.0   554.7   617.8   710.4  1097.5  1723.6  6832.8 30351.7  34856.9    34838
read      447.5   637.9    68.9   122.4   144.9   349.3   440.9   496.0   541.5   602.6   688.4   946.6  2469.8  7469.0 29164.1  63541.4    63574
read      432.1   591.0    74.4   122.0   142.2   352.7   451.8   514.2   558.7   613.6   699.9  1002.7  1502.9  6822.5 28825.9  24311.6    24401
read      446.4   634.6    74.4   120.2   141.0   357.7   450.7   514.3   564.0   625.2   717.5  1076.8  1740.7  7267.7 30811.8  32009.3    32025
read      464.7   489.2    74.4   148.0   188.1   411.1   501.6   555.9   595.8   645.9   728.1   891.3  1319.6  5581.4 20860.0  99002.9    98971
read      421.1   499.8    74.4   119.1   139.2   350.1   447.9   507.8   550.2   603.9   685.1   959.9  1455.4  5530.9 18638.9  23722.8    23657
read      457.1   703.1    74.4   124.2   148.2   355.4   447.1   502.5   548.1   612.1   700.5   944.6  2616.5  8118.6 31064.7  67771.2    67877
read      439.0   551.0    68.9   120.3   141.5   347.3   440.0   495.9   542.2   605.3   692.8  1051.4  2149.2  6398.3 16142.8  53903.4    53849
read      450.7   722.0    68.9   127.9   154.1   360.8   446.8   499.0   542.4   602.3   687.6   848.0  2651.4  9300.1 30983.5  79604.6    79536
read      416.7   541.7    74.4   120.9   141.1   360.7   454.7   504.6   540.4   585.8   658.4   849.8  1286.7  7334.0 29291.8  17059.5    17081
read      445.1   607.3    74.4   120.2   140.9   358.2   447.8   507.6   557.3   620.0   711.2  1107.7  1881.0  6239.0 30383.2  38992.1    39024
read      434.2   598.9    74.4   120.2   140.6   352.9   449.7   512.3   557.6   612.9   694.9   992.9  1601.6  7702.9 28951.0  26218.2    26125
read      435.5   593.6    74.4   119.4   139.8   354.4   445.2   507.3   556.1   616.7   706.0  1058.3  1695.7  6498.9 30185.7  33266.3    33388
read      419.8   536.8    74.4   120.2   140.4   353.6   449.3   505.3   544.3   592.2   669.3   895.0  1440.3  5938.1 29685.6  20962.5    20979
read      459.2   578.0    68.9   142.2   177.9   393.6   473.6   525.3   569.9   630.3   719.4   870.6  1948.1  7029.7 29089.4  95815.8    95865
read      391.6   404.9    68.9   122.8   144.4   329.8   416.0   468.1   509.8   563.2   635.8   763.5  1929.9  3574.9 12761.0  74045.4    73949
read      385.3   330.3    68.9   120.8   141.2   330.1   417.7   468.9   508.8   560.9   631.8   761.9  1757.5  2967.1  8011.6  61173.5    60987
read      385.4   320.8    68.9   120.0   140.1   334.9   422.8   473.2   513.4   565.7   635.4   764.2  1651.2  2499.3  7998.0  54152.0    54175
read      382.8   297.8    68.9   120.1   140.2   334.9   421.3   470.9   509.7   560.8   630.9   758.8  1634.0  2372.4  7994.5  51438.2    51484
read      742.6   890.6    74.4   144.8   184.0   546.2   796.1   968.1  1100.0  1265.9  1494.6  1877.0  2802.4  8121.6 31904.3  39842.8    39771
read      462.1   495.2    68.9   127.0   150.5   374.2   484.4   557.2   615.8   691.9   835.0  1116.5  1762.7  3699.1 20276.5  32866.5    32864
read      387.1   335.6    68.9   121.1   141.6   344.2   429.3   480.8   521.6   573.7   642.6   771.6  1437.0  2468.1 10607.8  42134.8    42033
read      384.7   315.9    68.9   120.4   140.6   342.6   426.1   476.5   516.8   567.8   635.2   760.4  1466.9  2202.2  8107.9  43830.7    43808
read      378.9   314.2    68.9   119.6   139.4   337.5   420.3   468.4   507.3   556.8   625.0   742.3  1477.2  2328.8  8427.2  45788.5    45785
read      382.2   297.9    68.9   121.4   141.5   342.9   424.8   476.3   517.5   567.9   633.9   755.7  1353.2  2635.1  7914.6  35682.8    35582
read      379.5   292.1    68.9   119.9   140.0   341.0   422.5   472.0   511.3   562.4   629.7   750.1  1368.0  1937.6 10314.2  38552.1    38504
read      363.8   342.3    74.4   127.6   148.9   350.8   418.9   454.7   480.5   511.5   552.8   629.4   853.6  4045.3  9745.7  15348.0    15320
read      385.7   356.4    68.9   122.0   143.2   330.9   415.8   466.4   506.2   558.5   632.6   752.2  1780.8  3234.5  8573.7  74328.6    74264
read      388.5   302.2    68.9   120.6   141.5   347.9   431.2   481.0   520.5   572.4   643.1   766.8  1503.8  2244.7 10587.8  43959.2    43890
read      329.5   468.4    80.4   154.9   192.3   305.0   340.9   362.3   377.5   396.5   422.2   466.4   631.0  5941.8 28661.2   5955.2     5962
read      401.5   314.4    74.4   125.6   148.6   362.2   446.8   496.6   535.6   584.6   651.7   776.0  1482.2  2340.2 10510.0  38433.6    38365
read      382.0   325.8    68.9   119.8   140.0   334.3   420.4   469.3   507.5   555.8   623.5   743.6  1671.9  2433.4  9150.7  55924.8    55971
read      377.1   339.7    68.9   122.6   142.9   345.1   430.5   478.9   512.5   552.2   608.7   719.4  1089.8  2617.0 12485.3  23200.5    23217
read      388.4   349.4    68.9   128.9   153.1   338.8   422.2   472.0   512.4   563.5   634.5   750.9  1258.4  3579.0  8867.4  87671.0    87681
read      379.5   343.1    68.9   127.9   151.7   335.7   416.9   465.7   503.9   552.5   622.2   733.9  1065.4  3340.1 10475.0  91670.3    91728
