Random waveform, supplied seed
Total number of intervals = 180 (5031, 54838, 74868, 30015, 40743, 23648, 97712, 53672, 55395, 29425, 15173, 82475, 90555, 47944, 28313, 28504, 22886, 35717, 14828, 81704, 55771, 85226, 75020, 12441, 56208, 17446, 86943, 49138, 49839, 47752, 27181, 6170, 7187, 99387, 91970, 79658, 59230, 78081, 64242, 37702, 40686, 30376, 38416, 65892, 39560, 10016, 55224, 19982, 48114, 36283, 23315, 11150, 98724, 56880, 13467, 99368, 46206, 71651, 22741, 56654, 99570, 23047, 70008, 42943, 46704, 75970, 21917, 82027, 81583, 14259, 7821, 17727, 65559, 41133, 28693, 53141, 54512, 14835, 98446, 38117, 77994, 30209, 68315, 91940, 49308, 46880, 92540, 49396, 97841, 35404, 80451, 87228, 75554, 57964, 83546, 55468, 34203, 37629, 34577, 47426, 58845, 66993, 10977, 51529, 48344, 5902, 71602, 41886, 47456, 93939, 16890, 45689, 32790, 44044, 28149, 39739, 72475, 93882, 6692, 50406, 83055, 55609, 16968, 43031, 17236, 82183, 42212, 12244, 61777, 36984, 29093, 41715, 34838, 63574, 24401, 32025, 98971, 23657, 67877, 53849, 79536, 17081, 39024, 26125, 33388, 20979, 95865, 73949, 60987, 54175, 51484, 39771, 32864, 42033, 43808, 45785, 35582, 38504, 15320, 74264, 43890, 5962, 38365, 55971, 23217, 87681, 91728, 96668, 80475, 27150, 53444, 23737, 87776, 82175, 98548, 37704, 64701, 69089, 89785, 16676)
Average QPS expected = 50230
Timestamp start: 1622187489471
Timestamp end: 1622189289880

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      474.0   755.9    74.4   122.2   144.9   387.1   477.9   532.6   579.1   638.5   724.3  1002.6  2170.9  9257.4 31374.4  47841.4    47752
read      629.0  1118.0    74.4   122.8   145.5   401.0   565.6   719.0   955.4  1138.9  1296.4  1493.1  3244.9 13775.9 32494.5  27171.7    27181
read     3700.4 39059.1    80.4   147.6   205.7   415.0   515.9   570.9   614.8   681.1  1019.0  2495.7 30674.6 630053.4 660300.6   6188.7     6170
read      644.8  1940.0    80.4   142.6   188.7   421.9   527.9   583.8   623.7   673.4   748.5   976.1  4745.4 33224.1 43191.8   7192.4     7187
read      707.0   717.2    86.8   415.2   442.8   542.0   611.0   721.2   892.5   987.4  1081.3  1536.0  2214.8  8212.4 31571.1  99209.5    99387
read      546.3   492.0    68.9   198.4   269.2   488.3   562.5   619.1   671.5   748.7   859.2  1002.3  1391.3  5978.2 18988.2  91937.3    91970
read      498.6   763.6    74.4   138.1   172.3   414.6   508.2   563.6   606.8   664.3   748.7   930.5  2622.2  9928.9 31613.3  79642.0    79658
read      482.0   802.1    74.4   125.4   149.7   385.1   479.0   532.8   576.5   635.5   723.6   929.5  2521.5 10453.4 32024.7  59208.4    59230
read      486.8   788.0    68.9   134.8   166.0   402.2   492.8   543.4   585.7   643.1   732.5   897.1  2807.6 10093.6 31853.5  78017.0    78081
read      476.0   839.4    74.4   125.8   150.5   377.8   471.6   524.2   565.5   621.6   702.1   867.8  2605.5 11652.1 31616.2  64196.5    64242
read      468.9   725.8    74.4   122.8   145.2   389.7   478.1   536.9   584.6   643.2   722.9   964.7  1940.4  8797.7 31497.7  37747.1    37702
read      459.8   647.7    74.4   121.5   143.7   386.9   474.3   530.2   577.2   637.2   715.9   946.0  1931.0  7733.1 30954.0  40677.6    40686
read      559.1   725.5    68.9   119.4   139.9   382.6   506.9   614.9   724.6  1132.0  1356.8  1569.3  2012.6  8115.2 30648.1  30362.6    30376
read      508.6   824.2    74.4   121.8   144.1   393.0   488.1   549.3   603.7   673.9   784.9  1422.5  2334.6 10743.7 31603.9  38336.4    38416
read      477.9   799.2    68.9   126.3   151.5   381.2   474.5   528.2   570.4   627.7   712.1   886.3  2703.9 10548.4 31747.4  65890.4    65892
read      458.6   676.2    74.4   120.9   143.6   386.2   471.6   526.5   571.5   629.0   702.3   895.5  2005.5  7173.1 31184.2  39704.8    39560
read      535.2   934.8    74.4   133.1   164.6   423.3   554.9   628.5   675.4   727.5   791.2   898.7  3082.9 13782.5 31828.5  10064.5    10016
read      539.7   768.6    68.9   127.1   153.3   404.9   504.8   567.6   622.4   700.4   864.0  1685.4  2701.5  7866.2 30981.4  55264.7    55224
read     1972.8 31676.9    74.4   128.0   155.3   453.0   623.8   819.5   962.7  1099.2  1317.5  1842.7  4011.0 758182.9 937903.2  20030.5    19982
read      488.2   785.7    74.4   124.1   147.2   392.7   486.0   541.3   588.2   651.0   737.6   996.0  2354.3 10136.5 31334.9  48086.7    48114
read      469.7   611.5    74.4   123.0   145.5   396.0   487.0   545.7   594.4   657.2   737.6  1031.7  1941.5  6216.2 30717.0  36256.4    36283
read      453.6   691.1    74.4   122.6   144.1   385.1   479.8   536.0   576.4   624.0   687.6   901.5  1568.3  8333.0 31253.7  23293.8    23315
read      450.9   819.4    74.4   132.0   157.5   385.4   452.3   490.1   518.5   554.8   617.4   762.1  2217.9  9599.0 31784.7  11139.0    11150
read      609.1   509.3    74.4   284.0   361.8   536.1   599.2   656.9   722.3   836.1   969.0  1091.3  1418.6  6138.2 20859.9  98779.4    98724
read      474.4   667.8    74.4   126.3   150.6   387.7   485.6   540.8   584.9   643.6   732.9   938.0  2373.7  7263.0 30285.4  56666.7    56880
read      441.6   631.9    80.4   128.0   152.6   388.9   467.3   509.8   542.6   585.2   655.3   829.2  1527.3  7060.7 30728.2  13418.5    13467
read      597.6   630.4    74.4   263.7   339.1   523.0   584.9   636.3   695.7   805.5   940.0  1065.7  1371.6  8728.0 30395.3  99297.5    99368
read      470.9   681.7    74.4   122.7   145.4   388.8   478.9   534.1   580.5   640.8   728.2  1034.2  2122.1  7621.8 31187.8  46180.5    46206
read      487.2   753.2    74.4   131.6   160.2   397.3   493.0   548.0   591.8   649.6   734.3   914.3  2741.2  9535.1 31611.5  71717.9    71651
read      460.3   651.6    74.4   122.1   144.0   387.0   485.4   543.9   585.7   635.1   715.5   980.2  1644.0  7879.2 30339.8  22761.1    22741
read      488.7   834.3    74.4   125.3   149.6   388.5   483.5   537.2   581.7   640.7   730.0   965.4  2665.9 10537.5 31945.5  56742.4    56654
read      515.2   509.1    74.4   191.4   248.8   465.4   536.3   584.3   629.6   698.0   807.4   963.3  1259.5  5764.6 19149.7  99546.4    99570
read      447.0   577.3    74.4   121.6   143.0   383.0   477.7   535.6   576.3   624.7   693.2   954.9  1517.0  6118.5 30575.1  23035.0    23047
read      475.9   770.4    74.4   128.7   155.1   383.5   476.0   529.8   571.7   627.2   711.8   881.2  2763.4  9085.6 31737.0  70002.6    70008
read      486.9   816.0    74.4   123.3   146.0   394.0   486.4   543.8   592.0   654.9   741.4  1067.9  2187.5 10392.0 32159.7  43011.5    42943
read      501.9   867.7    74.4   126.4   149.7   396.4   491.8   548.7   597.9   662.8   754.6  1140.1  2501.3 10931.6 31964.2  46730.5    46704
read      492.9   800.7    74.4   135.4   166.4   401.9   492.9   545.7   589.0   646.8   736.0   906.6  2866.5 10126.0 31785.8  75939.6    75970
read      460.7   775.6    68.9   121.1   142.4   384.6   480.6   538.1   577.7   624.9   693.6   944.4  1596.1  9174.1 32102.1  21987.0    21917
read      485.8   791.0    74.4   137.6   170.9   405.4   494.3   545.9   588.1   644.0   730.9   893.3  2470.3 10534.0 31597.3  82096.7    82027
read      488.2   763.1    74.4   137.4   170.7   407.1   497.8   549.6   593.1   652.2   737.5   913.1  2375.5  9227.8 31654.9  81658.8    81583
read      462.3   824.8    74.4   127.9   152.9   397.5   480.4   526.7   561.0   605.8   681.1   862.6  1695.2  9253.7 35289.7  14243.3    14259
read      480.3  1340.5    80.4   142.9   174.1   362.3   416.1   448.2   473.0   507.7   564.2   691.1  2947.5 29316.0 32421.4   7816.4     7821
read      482.9   829.2    74.4   126.8   151.1   407.9   505.9   558.6   596.1   643.6   725.6   962.1  1654.6 10532.9 32069.8  17733.4    17727
read      508.8   910.6    68.9   132.4   159.9   399.5   496.5   552.1   597.4   658.3   747.4   962.6  2847.5 11562.5 32144.7  65419.0    65559
read      484.9   756.8    74.4   124.1   147.2   402.1   495.2   552.6   601.1   663.1   744.2  1004.8  2085.8  9176.0 31402.1  41083.6    41133
read      465.1   682.7    74.4   121.9   143.6   391.4   483.5   545.7   592.3   646.5   721.0   994.3  1719.5  7581.0 31568.3  28681.0    28693
read      481.8   737.0    74.4   125.9   149.3   391.4   487.2   542.2   587.5   646.8   734.0   961.7  2445.7  7855.7 31616.0  53143.0    53141
read      486.0   744.4    68.9   125.8   149.5   392.0   489.3   544.0   589.2   651.2   740.5  1049.5  2341.4  8665.6 31370.5  54451.6    54512
read      460.0   846.9    74.4   126.0   149.7   395.4   476.8   521.6   553.0   592.9   659.3   849.3  1755.2 10679.7 32203.3  14862.9    14835
read      656.1   706.7    74.4   381.4   437.4   559.6   619.1   675.0   749.2   904.9  1019.0  1122.7  1382.2  9855.8 31025.7  98380.9    98446
read      481.8   764.2    74.4   123.3   145.7   403.3   493.8   552.0   602.2   663.5   744.4  1025.1  1903.2  9992.3 30796.9  38093.6    38117
read      486.4   772.1    74.4   135.5   166.8   403.9   496.8   548.1   588.9   644.3   729.3   891.9  2617.3 10135.9 31578.6  77996.1    77994
read      491.7   792.8    74.4   123.7   146.2   406.9   505.4   572.1   621.4   680.1   761.8  1086.8  1911.6  8932.4 31686.2  30175.5    30209
read      508.3   799.5    74.4   134.2   163.2   411.1   508.9   565.9   611.3   672.3   763.2   959.0  2899.7  9371.4 31705.6  68318.0    68315
read      615.0   646.3    74.4   235.9   313.9   542.1   615.9   672.4   729.4   819.2   957.9  1120.1  1554.4  8340.1 30874.4  92003.4    91940
read      480.3   682.5    68.9   124.7   147.8   395.7   492.4   548.3   594.7   659.2   746.9  1018.2  2248.8  7882.6 30760.2  49342.5    49308
read      477.3   658.3    74.4   124.7   147.6   394.6   488.9   545.0   591.9   655.3   743.5  1076.7  2163.3  7247.5 30872.5  47021.3    46880
read      531.0   704.5    74.4   168.8   222.9   468.0   541.5   587.5   629.5   693.2   812.3   992.4  1687.1  8771.9 31257.7  92609.9    92540
read      490.7   718.7    74.4   125.9   149.8   396.8   494.6   550.5   598.2   663.5   756.1  1098.2  2436.3  7955.5 31256.8  49512.0    49396
read      571.2   524.5    74.4   220.6   292.1   516.0   581.3   630.1   679.4   765.1   912.3  1061.0  1357.7  5664.3 22060.6  97962.7    97841
read      475.9   682.8    74.4   121.9   145.0   399.5   490.1   550.1   600.9   663.4   746.6  1072.8  1890.2  7331.2 31514.3  35479.4    35404
read      506.2   769.6    68.9   138.8   176.3   425.1   515.9   569.5   613.1   672.5   761.6   938.4  2679.2  9649.4 31662.3  80501.8    80451
read      539.2   749.4    74.4   157.3   205.6   462.8   554.9   612.4   658.5   720.5   811.9  1012.1  2164.8 10259.1 31494.7  87296.3    87228
read      491.3   838.1    74.4   134.8   165.1   400.2   491.7   544.2   586.1   640.7   728.2   889.8  2790.9 11541.4 31847.5  75628.6    75554
read      490.7   766.8    74.4   127.8   152.8   393.9   492.2   548.3   594.1   655.9   744.4   980.9  2551.3 10285.2 31487.2  58033.1    57964
read      519.1   777.8    74.4   146.8   187.9   437.7   530.6   585.6   628.9   685.6   778.5   979.3  2603.9  9904.0 31869.4  83595.5    83546
read      498.5   826.1    74.4   129.4   153.7   393.2   492.2   548.2   594.1   657.6   748.5  1088.7  2591.4 10171.1 31955.6  55613.0    55468
read      489.0   778.3    68.9   123.6   146.5   401.7   494.5   557.1   607.9   669.0   749.3  1076.4  1960.1  8606.7 31740.4  34220.2    34203
read      483.3   751.6    74.4   123.0   145.5   397.8   487.1   546.3   595.5   656.8   739.4  1083.9  2079.3  8889.1 31658.8  37600.7    37629
read      484.7   760.0    74.4   123.8   146.5   401.9   493.7   555.2   605.2   665.6   745.3  1063.5  1881.7 10136.7 31545.7  34589.2    34577
read      479.7   770.9    74.4   123.6   146.2   392.7   484.9   540.0   586.2   647.9   734.9  1017.1  2181.1  8869.0 31985.1  47348.8    47426
read      493.2   799.0    74.4   127.0   151.7   389.4   484.7   540.1   585.7   647.1   737.9  1021.9  2670.5  9740.1 31649.4  58966.4    58845
read      488.1   795.2    68.9   130.0   156.5   391.9   485.3   539.6   583.4   639.9   729.1   911.9  2803.1 10059.0 31684.7  67089.9    66993
read      463.8   921.7    74.4   135.3   162.6   390.4   458.6   497.7   528.3   567.5   630.5   784.0  2398.9 11070.6 32148.8  11012.2    10977
read      483.0   773.8    74.4   125.1   149.0   393.2   488.2   543.6   589.9   650.2   736.6   984.8  2323.8  9265.0 31954.7  51492.3    51529
read      489.2   744.4    68.9   125.2   148.6   395.0   489.4   546.1   593.0   657.5   746.5  1107.2  2347.7  8247.0 31411.9  48320.1    48344
read      418.1   966.7    80.4   149.6   191.3   337.9   383.2   410.6   431.9   460.2   502.9   595.4  2338.3 10987.6 32144.4   5888.0     5902
read      498.6   804.0    74.4   133.5   163.0   403.7   499.7   555.9   600.3   659.6   745.1   932.0  2840.3  9151.0 32122.1  71524.7    71602
read      478.4   660.8    74.4   124.1   147.1   399.4   491.7   549.2   598.2   660.7   744.1  1056.4  2065.6  7531.8 30860.7  41833.6    41886
read      496.2   793.9    74.4   124.8   148.2   398.8   494.9   551.5   599.6   664.7   756.6  1097.9  2353.7 10215.2 31552.6  47568.0    47456
read      560.5   723.9    68.9   189.4   252.4   489.2   563.4   616.9   667.2   743.1   863.8  1026.9  1581.6 10003.7 31140.3  93868.6    93939
read      456.8   751.0    74.4   124.8   148.1   385.7   475.2   524.3   559.9   605.5   683.2   922.2  1791.2  8107.1 31950.1  16816.8    16890
read      483.2   697.8    74.4   124.3   147.7   394.8   488.9   545.7   594.0   658.6   748.0  1119.6  2186.1  8007.7 30932.5  45676.7    45689
read      485.7   618.7    68.9   124.0   146.9   404.8   501.4   567.9   619.5   681.7   775.1  1164.8  1976.3  7523.1 30275.7  32799.8    32790
read      486.2   698.3    74.4   124.4   147.6   399.5   492.3   549.0   599.0   663.9   753.8  1177.1  2150.4  7756.7 30941.7  44127.6    44044
read      477.8   662.9    74.4   122.9   145.0   401.0   499.4   563.6   611.0   667.8   749.9  1072.7  1790.4  7731.0 31160.2  28175.4    28149
read      481.9   750.0    74.4   123.2   146.3   398.1   487.7   545.5   594.2   657.0   744.2  1090.0  1974.1  9433.0 31387.3  39787.2    39739
read      499.4   839.5    74.4   133.8   163.6   403.8   498.5   551.9   594.2   652.3   739.4   919.0  2899.6 10505.5 31808.0  72429.5    72475
read      558.9   688.7    74.4   181.9   242.6   491.8   570.8   624.6   671.5   740.2   868.6  1046.6  1659.7  7710.1 31426.5  93755.5    93882
read      421.3   947.0    86.8   148.5   184.8   352.5   400.9   432.1   457.1   489.1   539.2   636.4  1981.4 10281.1 32218.8   6662.3     6692
read      502.1   776.8    74.4   125.8   150.5   401.8   501.6   561.1   610.4   675.8   772.2  1169.9  2456.6  8139.4 31790.8  50397.8    50406
read      506.5   724.7    74.4   144.2   182.4   431.9   524.0   578.7   622.2   679.3   767.8   947.0  2390.5  9278.8 31340.5  82871.1    83055
read      475.1   637.4    74.4   125.3   149.2   387.9   486.0   540.8   586.4   646.2   733.6   986.5  2442.1  6762.1 29495.2  55612.2    55609
read      446.4   621.6    74.4   124.2   147.8   392.5   484.6   532.6   567.7   611.2   681.1   879.8  1441.8  7127.9 31397.7  17013.7    16968
read      481.3   741.5    68.9   122.9   145.6   395.9   490.4   547.9   596.8   660.3   746.9  1082.3  2059.1  7916.9 31704.7  43048.4    43031
read      444.7   616.7    74.4   123.6   147.1   387.2   481.1   529.6   564.4   607.4   677.4   895.4  1400.7  7254.7 30848.5  17215.8    17236
read      496.5   711.8    74.4   142.2   178.1   420.6   510.5   563.1   605.5   664.5   751.2   921.0  2551.5  8696.2 31313.9  82203.9    82183
read      492.2   680.0    68.9   126.7   150.0   401.3   499.1   561.6   614.0   680.8   780.3  1227.4  2141.6  7732.8 30906.1  42224.8    42212
read      434.9   588.6    74.4   130.4   157.4   387.9   462.2   503.6   536.1   577.8   639.3   791.1  1472.0  7281.5 29868.1  12221.4    12244
read      478.5   690.0    74.4   127.1   152.4   385.6   483.3   539.1   583.6   641.8   731.5   939.8  2639.3  7669.4 30839.0  61867.2    61777
read      472.5   645.0    74.4   122.7   145.3   395.7   487.1   547.2   597.5   659.2   742.5  1091.3  1893.8  7999.3 30323.7  36881.4    36984
read      456.9   564.9    74.4   121.4   143.1   389.6   483.1   547.0   594.4   648.7   727.1  1048.9  1655.2  6067.2 30354.2  29022.1    29093
read      508.8   770.2    74.4   127.0   151.2   410.4   511.3   576.9   629.5   697.1   796.5  1201.7  2267.5  9727.4 31470.3  41622.1    41715
read      481.4   689.8    74.4   122.8   145.2   397.9   489.4   551.2   602.5   665.5   751.6  1144.4  1923.5  8067.5 30879.3  34849.1    34838
read      473.6   697.9    74.4   126.5   151.5   382.7   478.0   533.4   577.0   634.3   722.2   914.1  2591.2  7761.2 31178.0  63645.2    63574
read      466.2   726.2    74.4   122.7   144.8   385.8   483.4   543.0   587.1   639.0   725.1  1015.0  1684.5  9038.7 31440.0  24351.7    24401
read      467.7   593.5    74.4   122.4   145.0   391.9   485.0   547.2   596.9   656.4   738.6  1085.5  1808.1  7402.0 25790.7  32058.7    32025
read      531.4   489.8    74.4   194.1   253.7   481.4   555.4   608.4   655.5   728.0   840.7   996.3  1321.3  5765.9 17532.1  98915.9    98971
read      473.6   616.6    74.4   123.9   146.8   401.2   503.1   566.0   612.1   667.2   752.9  1040.9  1614.1  7207.8 30917.4  23671.2    23657
read      483.6   734.7    74.4   129.5   156.7   390.3   486.4   541.4   585.4   643.0   731.2   916.0  2764.2  9143.4 31136.8  67977.6    67877
read      492.3   772.2    74.4   125.7   150.2   393.4   492.3   548.9   595.9   659.8   747.6  1014.5  2538.3  8483.7 31559.9  53824.7    53849
read      481.0   767.5    74.4   134.2   166.4   399.2   491.1   543.0   584.6   638.1   723.7   883.1  2658.8  9217.4 31710.5  79451.9    79536
read      456.1   706.1    74.4   123.2   147.5   385.1   475.2   524.8   560.8   605.8   681.4   895.5  2001.2  8891.2 31302.5  17113.9    17081
read      475.6   672.0    74.4   121.5   144.6   393.4   484.5   543.6   593.2   656.2   743.7  1137.9  1969.0  7874.9 30727.6  39083.3    39024
read      482.5   658.0    74.4   125.4   148.2   404.5   507.5   573.4   620.7   676.9   760.6  1061.0  1836.7  7492.1 30941.8  26107.0    26125
read      411.1   341.9    68.9   122.6   145.2   378.1   465.4   518.1   559.6   608.0   667.0   771.0  1397.4  3180.9 12816.6  33384.8    33388
read      385.3   296.7    74.4   123.9   146.9   367.6   451.9   495.8   526.7   562.5   608.9   686.9  1032.7  2726.3 12143.1  21038.3    20979
read      411.3   339.2    68.9   136.4   166.7   371.0   458.9   510.2   549.1   597.3   663.7   781.0  1124.3  3393.5 11630.3  95937.9    95865
read      401.4   379.2    68.9   125.3   149.2   351.0   442.7   495.0   534.6   583.4   649.2   760.7  1739.2  3555.4 11959.7  73984.9    73949
read      402.1   338.1    68.9   122.4   145.2   354.6   447.9   497.8   536.8   585.7   650.3   756.5  1830.1  3135.1  8779.0  61207.2    60987
read      404.7   381.7    68.9   121.7   144.0   361.9   452.7   501.9   540.9   589.6   653.9   758.8  1703.2  3279.6 12241.4  54164.5    54175
read      407.2   334.0    68.9   122.3   145.1   369.2   460.8   510.3   550.2   599.1   662.7   766.3  1651.4  2880.0 11621.2  51525.7    51484
read      406.5   352.1    68.9   121.7   144.3   372.5   458.5   507.8   547.8   596.4   658.1   762.6  1493.2  2367.6 10294.3  39848.9    39771
read      399.7   341.6    68.9   121.8   144.4   374.6   458.6   507.9   546.9   592.2   644.8   731.9  1258.8  2914.5 11783.1  32788.2    32864
read      413.3   345.5    68.9   122.7   145.7   378.0   466.7   518.0   558.6   608.9   672.0   782.2  1552.2  2497.0 11955.6  42063.7    42033
read      401.5   321.5    68.9   121.4   143.9   369.4   455.5   504.7   543.1   590.3   650.1   747.9  1514.0  2542.4 10906.5  43813.0    43808
read      406.7   344.7    68.9   122.4   145.1   372.9   460.3   508.3   547.3   596.2   659.4   758.1  1585.8  3234.5 11848.0  45755.0    45785
read      410.7   352.7    68.9   122.0   144.9   376.2   462.7   514.0   555.0   605.1   665.7   773.9  1435.0  3617.3 12059.3  35429.6    35582
read      407.2   319.6    68.9   125.2   147.7   376.7   461.6   510.5   550.2   599.9   660.5   758.9  1456.4  2528.7 10112.9  38553.4    38504
read      384.9   368.0    74.4   131.6   156.0   377.1   446.3   481.0   505.0   534.8   574.1   640.3   922.2  4083.3 15015.0  15313.6    15320
read      403.3   391.5    68.9   125.4   149.3   352.1   445.6   498.2   537.9   587.3   655.0   766.6  1699.5  3464.5 12796.9  74103.5    74264
read      398.3   316.8    68.9   120.8   143.1   369.8   453.2   500.7   538.7   585.3   641.5   735.1  1456.4  2747.4 12290.4  43883.5    43890
read      403.3   469.8    80.4   167.9   213.3   354.9   403.4   437.0   465.6   504.3   568.4   687.2  1071.2  7232.5 18999.9   5970.6     5962
read      825.2  1168.4    68.9   136.4   172.1   506.0   761.3  1084.3  1340.1  1637.0  1934.4  2250.3  3326.5 15635.8 35766.8  38337.0    38365
read      402.3   359.0    68.9   122.1   144.5   360.1   449.6   498.6   537.6   586.6   650.4   751.7  1733.5  2865.4 12111.3  55977.8    55971
read      393.1   355.9    68.9   124.0   146.5   370.2   456.5   502.7   535.5   573.7   621.8   703.7  1075.6  3963.6 12842.1  23233.0    23217
read      395.8   334.3    68.9   129.4   155.3   352.3   440.0   491.7   530.4   578.7   641.9   747.0  1126.1  3564.3  8677.0  87565.5    87681
read      400.8   372.4    68.9   131.9   159.3   355.9   442.0   493.0   531.7   579.5   641.7   752.7  1122.4  3613.1 12867.6  91958.0    91728
