start  1622182743 
submit splash2x-fft 1622182745 
submit freqmine 1622182745 
submit blackscholes 1622182746 
submit dedup 1622182746 
submit canneal 1622182747 
submit ferret 1622182749 
pause dedup 1622182750 
pause splash2x-fft 1622182750 
change_core 2 1622182750 
unpause dedup 1622182759 
unpause splash2x-fft 1622182759 
change_core 1 1622182759 
pause dedup 1622182764 
pause splash2x-fft 1622182764 
change_core 2 1622182764 
unpause dedup 1622182769 
unpause splash2x-fft 1622182770 
change_core 1 1622182770 
pause dedup 1622182775 
pause splash2x-fft 1622182775 
change_core 2 1622182775 
unpause dedup 1622182789 
unpause splash2x-fft 1622182789 
change_core 1 1622182789 
pause dedup 1622182799 
pause splash2x-fft 1622182799 
change_core 2 1622182799 
unpause dedup 1622182814 
unpause splash2x-fft 1622182815 
change_core 1 1622182815 
pause dedup 1622182830 
pause splash2x-fft 1622182830 
change_core 2 1622182830 
unpause dedup 1622182833 
unpause splash2x-fft 1622182833 
change_core 1 1622182833 
pause dedup 1622182839 
pause splash2x-fft 1622182839 
change_core 2 1622182839 
unpause dedup 1622182858 
unpause splash2x-fft 1622182859 
change_core 1 1622182859 
pause dedup 1622182864 
pause splash2x-fft 1622182864 
change_core 2 1622182864 
unpause dedup 1622182869 
unpause splash2x-fft 1622182869 
change_core 1 1622182869 
pause dedup 1622182874 
pause splash2x-fft 1622182874 
change_core 2 1622182874 
unpause dedup 1622182894 
unpause splash2x-fft 1622182894 
change_core 1 1622182894 
pause dedup 1622182909 
pause splash2x-fft 1622182909 
change_core 2 1622182909 
unpause dedup 1622182949 
unpause splash2x-fft 1622182949 
change_core 1 1622182949 
pause dedup 1622182954 
pause splash2x-fft 1622182955 
change_core 2 1622182955 
unpause dedup 1622182968 
unpause splash2x-fft 1622182969 
change_core 1 1622182969 
pause dedup 1622182974 
pause splash2x-fft 1622182975 
change_core 2 1622182975 
unpause dedup 1622182979 
unpause splash2x-fft 1622182979 
change_core 1 1622182979 
pause dedup 1622182984 
pause splash2x-fft 1622182984 
change_core 2 1622182984 
unpause dedup 1622182993 
unpause splash2x-fft 1622182994 
change_core 1 1622182994 
pause dedup 1622183004 
pause splash2x-fft 1622183004 
change_core 2 1622183004 
unpause dedup 1622183014 
unpause splash2x-fft 1622183014 
change_core 1 1622183014 
pause dedup 1622183036 
pause splash2x-fft 1622183036 
change_core 2 1622183036 
finish splash2x-fft 1622183037 
unpause dedup 1622183049 
change_core 1 1622183049 
pause dedup 1622183053 
change_core 2 1622183053 
unpause dedup 1622183074 
change_core 1 1622183074 
pause dedup 1622183079 
change_core 2 1622183079 
unpause dedup 1622183089 
change_core 1 1622183089 
pause dedup 1622183104 
change_core 2 1622183104 
unpause dedup 1622183115 
change_core 1 1622183115 
pause dedup 1622183118 
change_core 2 1622183118 
unpause dedup 1622183129 
change_core 1 1622183129 
pause dedup 1622183133 
change_core 2 1622183133 
unpause dedup 1622183149 
change_core 1 1622183149 
pause dedup 1622183154 
change_core 2 1622183154 
unpause dedup 1622183254 
change_core 1 1622183254 
pause dedup 1622183259 
change_core 2 1622183259 
unpause dedup 1622183269 
change_core 1 1622183269 
pause dedup 1622183274 
change_core 2 1622183274 
unpause dedup 1622183294 
change_core 1 1622183294 
finish dedup 1622183297 
change_core 2 1622183298 
finish blackscholes 1622183440 
finish canneal 1622183946 
finish freqmine 1622184017 
finish ferret 1622184243 
end  1622184243 
