start  1622167841 
submit splash2x-fft 1622167842 
submit freqmine 1622167842 
submit blackscholes 1622167843 
submit dedup 1622167843 
submit canneal 1622167844 
submit ferret 1622167846 
pause dedup 1622167850 
pause splash2x-fft 1622167851 
change_core 2 1622167851 
unpause dedup 1622167871 
unpause splash2x-fft 1622167871 
change_core 1 1622167871 
pause dedup 1622167883 
pause splash2x-fft 1622167884 
change_core 2 1622167884 
unpause dedup 1622167890 
unpause splash2x-fft 1622167890 
change_core 1 1622167890 
pause dedup 1622167900 
pause splash2x-fft 1622167900 
change_core 2 1622167900 
unpause dedup 1622167930 
unpause splash2x-fft 1622167930 
change_core 1 1622167930 
pause dedup 1622167951 
pause splash2x-fft 1622167951 
change_core 2 1622167951 
unpause dedup 1622167981 
unpause splash2x-fft 1622167981 
change_core 1 1622167981 
pause dedup 1622168012 
pause splash2x-fft 1622168012 
change_core 2 1622168012 
unpause dedup 1622168020 
unpause splash2x-fft 1622168020 
change_core 1 1622168020 
pause dedup 1622168031 
pause splash2x-fft 1622168031 
change_core 2 1622168031 
unpause dedup 1622168070 
unpause splash2x-fft 1622168070 
change_core 1 1622168070 
pause dedup 1622168080 
pause splash2x-fft 1622168080 
change_core 2 1622168080 
unpause dedup 1622168090 
unpause splash2x-fft 1622168090 
change_core 1 1622168090 
pause dedup 1622168100 
pause splash2x-fft 1622168100 
change_core 2 1622168100 
unpause dedup 1622168141 
unpause splash2x-fft 1622168141 
change_core 1 1622168141 
pause dedup 1622168148 
pause splash2x-fft 1622168149 
change_core 2 1622168149 
unpause dedup 1622168150 
unpause splash2x-fft 1622168150 
change_core 1 1622168150 
finish splash2x-fft 1622168169 
pause dedup 1622168171 
change_core 2 1622168171 
unpause dedup 1622168251 
change_core 1 1622168251 
pause dedup 1622168260 
change_core 2 1622168260 
unpause dedup 1622168290 
change_core 1 1622168290 
pause dedup 1622168301 
change_core 2 1622168301 
unpause dedup 1622168310 
change_core 1 1622168310 
finish dedup 1622168318 
change_core 2 1622168319 
finish blackscholes 1622168526 
finish canneal 1622168919 
finish freqmine 1622168981 
finish ferret 1622169309 
end  1622169309 
