Random waveform, supplied seed
Total number of intervals = 600 (5031, 54838, 74868, 30015, 40743, 23648, 97712, 53672, 55395, 29425, 15173, 82475, 90555, 47944, 28313, 28504, 22886, 35717, 14828, 81704, 55771, 85226, 75020, 12441, 56208, 17446, 86943, 49138, 49839, 47752, 27181, 6170, 7187, 99387, 91970, 79658, 59230, 78081, 64242, 37702, 40686, 30376, 38416, 65892, 39560, 10016, 55224, 19982, 48114, 36283, 23315, 11150, 98724, 56880, 13467, 99368, 46206, 71651, 22741, 56654, 99570, 23047, 70008, 42943, 46704, 75970, 21917, 82027, 81583, 14259, 7821, 17727, 65559, 41133, 28693, 53141, 54512, 14835, 98446, 38117, 77994, 30209, 68315, 91940, 49308, 46880, 92540, 49396, 97841, 35404, 80451, 87228, 75554, 57964, 83546, 55468, 34203, 37629, 34577, 47426, 58845, 66993, 10977, 51529, 48344, 5902, 71602, 41886, 47456, 93939, 16890, 45689, 32790, 44044, 28149, 39739, 72475, 93882, 6692, 50406, 83055, 55609, 16968, 43031, 17236, 82183, 42212, 12244, 61777, 36984, 29093, 41715, 34838, 63574, 24401, 32025, 98971, 23657, 67877, 53849, 79536, 17081, 39024, 26125, 33388, 20979, 95865, 73949, 60987, 54175, 51484, 39771, 32864, 42033, 43808, 45785, 35582, 38504, 15320, 74264, 43890, 5962, 38365, 55971, 23217, 87681, 91728, 96668, 80475, 27150, 53444, 23737, 87776, 82175, 98548, 37704, 64701, 69089, 89785, 16676, 69604, 99682, 97693, 17381, 40069, 8841, 56576, 21599, 53003, 19831, 80340, 28765, 25572, 37071, 75819, 44359, 95960, 59630, 47930, 65545, 94038, 51806, 48712, 13115, 76569, 19372, 59331, 62597, 37702, 41975, 26100, 82500, 50756, 66696, 53364, 10413, 64876, 69079, 19447, 81182, 25265, 9699, 48659, 75126, 96559, 55885, 9039, 66378, 41225, 52371, 39873, 41176, 85357, 85391, 91890, 57558, 9972, 74636, 29773, 63494, 7201, 49507, 65454, 88537, 36982, 88964, 96479, 47883, 50650, 89242, 7374, 8507, 50676, 57069, 43520, 56720, 68155, 60444, 63997, 17315, 78596, 81548, 97254, 46135, 13379, 46993, 98274, 97056, 43434, 36406, 99121, 80708, 40517, 34168, 11754, 93304, 64697, 92626, 75618, 85805, 18930, 50153, 10377, 33112, 28777, 45709, 74458, 73596, 28031, 45754, 80138, 64350, 51870, 81106, 82064, 30534, 25449, 67525, 27070, 41133, 28009, 64235, 16387, 62388, 40199, 16884, 55763, 41925, 42341, 93577, 7657, 14232, 30107, 71078, 85372, 54930, 5750, 80137, 41449, 17301, 19930, 41776, 8596, 30870, 69978, 23908, 9848, 71598, 77156, 14083, 87786, 57205, 53142, 77998, 98830, 32447, 74382, 32271, 55273, 68152, 25419, 43187, 60608, 62150, 30864, 69566, 38183, 51253, 53027, 37133, 73413, 78811, 88317, 46504, 46147, 35073, 18693, 46834, 76427, 96007, 83666, 64655, 54099, 5485, 94089, 57214, 23788, 75649, 39466, 47463, 19155, 18449, 35235, 93118, 76391, 70733, 74230, 37188, 48862, 59325, 66219, 25760, 75255, 67915, 23004, 21973, 82811, 38870, 85697, 94176, 89142, 39251, 36339, 30304, 58303, 78732, 81734, 85654, 40030, 11145, 24220, 36178, 69625, 80189, 64261, 78356, 30570, 63922, 82549, 7574, 42298, 39152, 88634, 60765, 30534, 35563, 96837, 74496, 42819, 50120, 16904, 11439, 24076, 84757, 76496, 34744, 5910, 6391, 25594, 30327, 62849, 91392, 44328, 47665, 79152, 11613, 96212, 27129, 86430, 58712, 23931, 8445, 55537, 54706, 51997, 18803, 88693, 91224, 76765, 80364, 54372, 32473, 25920, 11574, 99135, 24026, 92271, 88470, 58597, 83103, 19062, 72681, 30900, 94867, 22477, 97890, 11845, 95363, 90122, 81157, 78569, 97434, 29257, 42139, 21444, 18314, 49203, 87787, 77490, 16464, 23314, 88655, 28245, 40610, 77039, 35056, 26782, 53121, 15035, 33766, 99826, 49516, 25895, 64849, 79516, 55109, 69984, 34454, 64785, 43963, 90279, 62151, 46958, 82432, 45518, 97055, 28977, 72436, 5078, 81357, 28531, 87140, 36881, 12972, 41961, 76602, 93251, 35269, 86366, 29241, 57116, 81511, 45059, 75774, 61736, 8949, 66290, 82937, 74263, 25664, 64314, 23804, 66356, 49506, 54758, 72283, 95641, 24157, 15088, 73735, 75655, 44689, 37890, 50565, 81326, 75641, 97055, 26336, 63820, 85404, 18025, 42168, 37351, 31615, 46356, 24714, 67626, 15739, 87755, 14357, 51514, 72102, 84799, 21168, 43828, 13381, 70057, 19482, 13593, 30935, 27564, 89146, 12015, 12458, 43213, 34454, 79142, 43458, 65461, 17883, 21816, 92112, 86516, 85434, 49269, 64819, 45466, 74721, 22910, 47947, 69579, 61494, 31948, 43538, 70090, 9010, 53510, 84446, 70319, 55737)
Average QPS expected = 52043
Timestamp start: 1622178141095
Timestamp end: 1622179941742

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      770.0   940.9    80.4   378.3   407.7   527.0   614.0   848.4   955.0  1058.2  1533.5  1870.8  2851.8 14199.1 31471.9  99082.0    99387
read      586.4   625.9    80.4   243.5   326.5   510.3   573.6   628.7   698.4   821.6   937.5  1052.6  1366.0  7412.4 29699.2  92032.7    91970
read      472.0   607.3    74.4   143.2   180.8   417.1   496.6   542.5   582.3   639.3   736.9   902.7  1570.3  7051.8 29260.7  79716.3    79658
read      463.9   639.0    68.9   126.4   150.0   366.9   459.1   509.8   551.6   610.9   692.3   953.8  2727.4  7313.5 28073.0  59386.0    59230
read      478.4   763.7    74.4   136.5   168.5   393.3   480.7   533.1   574.7   631.4   719.4   883.5  2717.4  8413.6 31523.8  78135.0    78081
read      468.8   712.6    74.4   125.6   151.3   373.5   467.7   519.4   559.6   614.6   692.5   931.5  2621.4  8960.0 28840.9  64276.7    64242
read      452.2   822.9    74.4   121.2   143.3   361.8   444.9   496.1   539.4   592.4   668.7   907.0  2061.1 11506.6 31938.3  37746.0    37702
read      438.3   631.5    74.4   120.4   142.7   363.6   445.9   496.7   539.1   592.1   669.5   908.5  1917.4  7290.8 25727.7  40635.0    40686
read      503.8   582.0    74.4   121.1   143.4   352.4   465.8   559.6   644.3   886.2  1134.6  1369.1  2164.1  6988.1 15518.4  30396.3    30376
read      485.5   596.1    74.4   118.5   139.8   348.7   438.3   506.9   569.7   662.4  1147.2  1560.0  2068.2  5357.8 14994.9  38551.7    38416
read      459.4   765.8    74.4   127.9   152.8   363.9   450.1   501.9   543.8   597.8   675.0   836.9  2643.8 10197.3 31429.7  65736.3    65892
read      436.5   601.2    74.4   120.3   141.8   357.3   436.5   487.5   531.1   587.2   665.4   988.9  1947.1  9735.8 15923.9  39540.0    39560
read      669.0  2325.0    80.4   127.5   151.4   346.6   428.3   485.9   534.1   590.7   662.0   805.5 10770.5 31934.4 37410.1   9985.3    10016
read      697.0  1275.9    74.4   135.5   169.0   409.2   521.2   628.9   778.3  1345.4  1674.6  2048.4  3315.6 18363.5 35221.9  55077.0    55224
read      512.2   999.4    74.4   121.3   143.6   350.3   473.0   562.1   658.8   796.9   924.9  1101.4  2927.4 11575.2 39463.9  19977.7    19982
read      509.2   624.6    74.4   123.4   146.6   356.1   453.9   518.8   578.4   675.4  1089.4  1714.1  2487.4  6438.5 18417.4  47995.0    48114
read      443.2   744.2    74.4   120.9   141.7   356.6   436.2   489.1   533.8   588.7   662.7   956.3  1989.6  7853.2 31623.6  36166.7    36283
read      504.0   889.4    74.4   120.1   142.4   346.1   474.6   567.2   673.9   851.3   995.7  1166.4  2323.2 14269.2 32135.5  23227.3    23315
read      486.2   958.3    80.4   124.4   149.9   356.5   479.5   553.2   599.7   644.8   705.9   813.8  3480.2 11684.3 32202.8  11114.3    11150
read      722.6   928.2    80.4   382.1   412.2   523.9   585.9   713.2   886.3   983.1  1091.0  1659.8  2826.5 11910.5 31978.8  98297.0    98724
read      468.0   578.1    74.4   129.1   156.2   389.4   478.7   531.6   576.3   638.2   730.4   948.9  2422.0  5941.7 27856.1  56803.0    56880
read      470.4   919.3    74.4   127.1   150.2   353.3   452.2   519.8   577.5   655.5   747.9   889.0  2901.2 13222.5 32332.8  13443.0    13467
read      754.0   765.1    86.8   390.8   425.5   556.5   648.5   803.4   948.6  1054.0  1271.5  1701.6  2744.4  9953.9 30678.0  99402.7    99368
read      485.3   790.0    74.4   129.0   156.1   398.9   489.6   541.2   584.2   641.6   727.4   943.3  2503.3  7934.6 31962.9  46404.0    46206
read      465.3   713.0    74.4   129.8   156.8   372.5   461.5   513.6   557.1   617.0   705.0   901.3  2640.6  7444.2 30900.8  71590.3    71651
read      523.8   996.2    74.4   120.7   143.1   346.8   477.6   575.5   697.9   871.6  1009.3  1187.5  2842.8 13127.9 32373.0  22733.7    22741
read      617.2   877.5    74.4   134.4   165.5   397.0   504.0   591.6   681.0   902.8  1564.7  1976.0  3004.0  9111.8 31402.0  56809.3    56654
read      501.6   681.4    74.4   171.5   223.0   447.4   512.4   549.8   588.6   656.7   783.1   942.0  1228.8  9368.7 31489.2  99677.7    99570
read      465.1   496.7    74.4   120.5   141.9   343.5   470.0   561.0   663.9   837.3   980.7  1147.4  1564.3  4111.2 13451.7  23209.0    23047
read      791.1   865.9    68.9   177.8   255.7   474.7   634.2   922.4  1505.0  1629.9  1771.3  2059.6  3012.5  9586.0 29016.4  69800.3    70008
read      423.5   513.6    74.4   119.2   140.6   354.8   433.8   482.4   524.7   578.4   650.5   881.3  1910.4  5619.0 16139.0  42903.7    42943
read      426.2   552.2    74.4   119.5   141.2   354.8   438.3   486.8   526.4   579.1   651.6   833.9  1993.3  6317.0 27138.6  46943.7    46704
read      477.1   763.7    74.4   132.8   163.0   385.7   476.1   527.3   568.1   623.8   708.3   893.9  2798.9 10233.2 31483.7  76069.3    75970
read      520.9   960.8    74.4   123.3   146.2   358.2   480.4   564.7   647.5   810.7   975.0  1170.0  2821.5 12328.1 32452.3  21890.7    21917
read      738.1   954.4    74.4   245.7   325.1   505.2   637.6   755.5   864.1  1017.7  1499.9  1998.2  3251.7 13126.3 31995.2  82037.3    82027
read      469.4   779.2    74.4   135.3   166.4   386.4   469.3   516.7   555.4   612.2   697.1   862.9  2717.9 11472.9 31320.0  81648.0    81583
read      547.6  1362.8    74.4   127.2   149.2   361.3   458.5   528.0   593.7   688.6   804.6  1020.0  4032.3 21535.3 37060.6  14154.7    14259
read      685.0  2399.7    80.4   134.0   169.3   340.5   428.8   478.6   514.5   558.8   622.3   827.1  9885.4 32270.1 37271.9   7880.7     7821
read      567.0  1044.3    74.4   126.7   151.0   377.8   551.0   697.7   780.5   856.6   945.3  1106.2  3728.8 10781.3 35449.2  17700.7    17727
read      774.2  1315.2    74.4   154.7   209.5   444.3   556.1   720.4   857.4  1452.7  1735.3  2231.7  4489.9 17270.2 35773.3  65414.7    65559
read      451.9   694.8    74.4   123.4   146.2   366.6   452.8   506.6   550.3   606.2   677.4   892.9  2252.1  7573.0 31088.7  41139.0    41133
read      521.7   795.5    74.4   122.1   144.4   354.1   471.1   562.2   650.0   896.0  1124.9  1332.2  2664.1  9022.3 31489.8  28587.0    28693
read      507.9   887.3    74.4   123.8   147.7   364.8   454.3   508.4   556.9   627.4   740.3  1586.0  2941.4 10928.0 31926.7  53121.7    53141
read      451.1   600.2    74.4   125.4   148.8   367.9   458.9   509.9   551.8   609.5   683.9   893.4  2313.4  6314.4 30196.7  54857.7    54512
read      488.7   927.4    74.4   124.3   147.9   359.7   474.7   564.8   637.1   718.7   810.3   957.1  2874.1 10271.3 36947.9  14873.3    14835
read      801.2   888.0    86.8   377.4   409.1   537.5   634.7   878.2   991.3  1129.2  1595.0  1997.4  3584.0  8971.8 31246.4  98344.3    98446
read      456.6   772.0    74.4   125.6   150.3   380.8   471.1   523.7   562.6   614.1   691.9   912.3  1828.3  8745.6 32093.6  38229.0    38117
read      480.0   845.6    74.4   135.1   165.8   392.2   481.5   532.1   572.9   628.4   712.2   888.8  2815.3 11336.1 31815.5  78241.0    77994
read      530.2   965.9    74.4   122.2   143.6   349.8   455.9   537.6   605.6   758.0  1085.7  1346.8  3460.2 10308.6 32168.7  30220.3    30209
read      678.7  1158.2    74.4   142.6   185.0   428.5   523.2   606.6   712.8   861.3  1523.0  2024.0  4670.1 12538.4 32500.0  68378.0    68315
read      506.6   742.1    74.4   150.6   192.2   423.8   519.4   583.0   631.3   688.6   771.8   939.9  2296.3  9192.1 31421.8  92142.7    91940
read      446.3   696.6    74.4   122.9   145.3   363.1   451.0   501.4   542.3   596.1   671.4   872.2  2158.8  7649.6 31458.2  49057.7    49308
read      459.9   798.3    74.4   122.5   145.0   364.1   453.5   506.2   549.8   605.5   681.7   968.5  2142.0 11297.4 31602.8  46678.3    46880
read      492.1   501.6    74.4   151.7   192.8   427.0   522.3   583.0   626.7   680.4   768.3   979.0  1763.7  4965.9 16540.5  92386.7    92540
read      445.5   666.5    74.4   123.1   145.5   359.3   445.7   496.1   537.7   590.8   666.5   871.8  2123.8  8019.8 30714.7  49214.7    49396
read      555.4   887.9    74.4   191.9   252.1   460.6   533.4   592.3   650.5   732.2   836.7   968.0  1447.0 12765.7 31679.0  97705.0    97841
read      444.3   750.7    68.9   122.3   144.0   358.3   441.8   496.6   541.4   594.9   670.8   954.6  1880.0  9311.9 31758.3  35432.3    35404
read      467.1   629.1    74.4   136.9   166.9   386.9   480.2   535.0   577.6   631.2   710.2   890.6  2542.9  6645.5 30823.3  80601.7    80451
read      463.9   628.3    74.4   139.1   173.0   392.8   478.4   528.6   569.1   624.7   708.1   871.5  2367.4  6864.6 30446.9  87024.0    87228
read      464.2   770.2    80.4   132.1   160.0   373.2   459.5   508.9   549.9   608.0   694.4   865.8  2585.3 10169.3 31750.0  75587.7    75554
read      458.4   728.3    74.4   125.3   149.0   360.6   449.3   500.1   541.9   597.9   677.3   911.4  2451.7  9656.6 30642.9  57996.0    57964
read      489.5   748.7    74.4   144.2   179.6   410.0   498.0   547.1   588.2   646.3   739.2   919.3  2595.2 10811.3 31719.0  83414.3    83546
read      491.7  1080.9    74.4   126.4   150.4   371.7   459.4   509.1   550.2   610.3   691.5   888.7  2729.9 18438.7 32168.1  55622.3    55468
read      432.3   517.4    74.4   121.7   144.0   363.3   446.3   502.1   547.7   602.5   675.9   923.2  1708.5  6447.0 13848.8  34304.3    34203
read      449.0   688.5    68.9   123.7   145.7   362.6   449.2   505.1   550.7   608.9   689.2  1078.7  1912.8  7698.9 31487.8  37673.3    37629
read      456.9   715.0    74.4   122.7   144.8   362.9   449.8   510.5   559.3   619.7   707.8  1114.4  1939.4  9547.3 31326.0  34814.0    34577
read      485.4   983.4    74.4   124.4   147.5   370.1   459.6   514.5   558.9   616.7   698.5  1009.0  2511.9 12851.7 32441.5  47223.3    47426
read      442.2   553.6    74.4   124.7   147.9   358.1   448.3   500.1   544.0   600.2   677.7   914.3  2224.2  5447.3 17434.6  58775.0    58845
read      459.4   724.0    74.4   125.7   149.9   361.3   449.7   502.9   544.9   602.4   683.6   865.9  2795.1  7987.9 31478.1  66756.0    66993
read      543.2  1523.4    74.4   126.0   149.2   348.7   442.8   508.4   561.0   623.5   711.1   892.7  5223.5 29503.8 34317.0  11036.7    10977
read      598.6  1165.8    74.4   124.7   149.4   365.6   461.5   535.3   608.6   762.1  1484.5  1962.5  3249.4 14948.9 32508.5  51499.0    51529
read      421.8   389.6    74.4   121.9   143.9   359.7   447.1   497.7   539.2   592.2   663.0   841.6  2005.6  3969.2  8915.7  48216.7    48344
read      579.5  2163.0    86.8   143.6   182.7   302.3   362.2   399.8   429.4   467.8   534.0   928.7  6532.6 32330.3 43600.0   5939.0     5902
read      890.2  1200.1    80.4   289.8   360.5   528.9   769.3  1028.9  1511.0  1641.5  1808.4  2104.4  3729.0 19955.1 32348.0  71296.3    71602
read      472.3   905.3    68.9   123.2   145.5   364.2   451.4   505.7   550.1   609.4   688.6  1039.6  2420.5 11413.0 34628.4  41913.0    41886
read      440.6   684.4    74.4   121.5   143.3   357.9   444.1   494.4   536.5   590.5   666.0   914.9  2050.8  6790.8 31724.7  47714.3    47456
read      526.2   712.2    74.4   165.0   215.8   453.8   530.2   580.3   629.0   702.9   818.3  1000.0  1890.9  8682.5 31244.5  94158.7    93939
read      468.3   963.4    80.4   121.0   142.3   340.8   445.0   507.3   563.2   654.5   783.4   954.2  2380.5 12780.6 35913.8  16793.3    16890
read      535.1   891.8    74.4   121.8   145.4   361.8   459.4   529.7   590.5   685.5  1125.0  1716.2  2803.6 10658.9 35194.7  45773.0    45689
read      508.5   829.1    74.4   122.9   144.5   353.1   454.0   530.1   592.9   708.7  1074.7  1388.4  2567.6  9699.7 31743.9  32766.7    32790
read      519.9   912.9    74.4   121.9   144.1   358.7   453.1   517.8   574.4   655.9   925.6  1606.5  2655.2 10694.4 31880.4  44082.7    44044
read      523.6   960.9    74.4   124.7   145.9   356.7   468.4   552.2   623.3   759.5  1048.7  1305.7  2868.3 12704.2 32316.6  28218.0    28149
read      499.9   750.9    74.4   125.0   147.9   363.3   460.7   529.3   588.8   673.4   916.9  1467.8  2496.4  8271.8 31477.3  39981.7    39739
read      476.3   812.3    74.4   131.4   159.1   381.2   471.2   523.5   564.9   622.2   707.6   872.1  2896.3  9615.6 31783.3  72541.0    72475
read      500.8   631.5    74.4   158.0   201.6   429.8   509.2   559.2   603.2   669.5   777.4   950.4  2484.8  7600.9 30462.9  94189.3    93882
read      520.0  1898.9    80.4   138.9   172.7   307.6   360.9   394.3   420.6   455.2   506.6   621.7  6035.7 31640.9 37230.2   6700.0     6692
read      561.6  1171.6    74.4   126.1   150.2   365.4   457.8   521.9   577.9   662.6   884.7  1743.5  3300.8 16139.4 32394.8  50206.3    50406
