start  1622180714 
change_core 2 1622180871 
unpause dedup 1622180876 
unpause splash2x-fft 1622180876 
change_core 1 1622180876 
pause dedup 1622180880 
pause splash2x-fft 1622180880 
change_core 2 1622180880 
unpause dedup 1622180889 
unpause splash2x-fft 1622180889 
change_core 1 1622180889 
pause dedup 1622180891 
pause splash2x-fft 1622180891 
change_core 2 1622180891 
unpause dedup 1622180898 
unpause splash2x-fft 1622180898 
change_core 1 1622180898 
pause dedup 1622180900 
pause splash2x-fft 1622180900 
change_core 2 1622180900 
unpause dedup 1622180913 
unpause splash2x-fft 1622180913 
change_core 1 1622180913 
pause dedup 1622180916 
pause splash2x-fft 1622180916 
change_core 2 1622180916 
unpause dedup 1622180921 
unpause splash2x-fft 1622180921 
change_core 1 1622180921 
pause dedup 1622180930 
pause splash2x-fft 1622180930 
change_core 2 1622180930 
unpause dedup 1622180937 
unpause splash2x-fft 1622180937 
change_core 1 1622180937 
pause dedup 1622180939 
pause splash2x-fft 1622180939 
change_core 2 1622180939 
unpause dedup 1622180946 
unpause splash2x-fft 1622180946 
change_core 1 1622180946 
pause dedup 1622180948 
pause splash2x-fft 1622180949 
change_core 2 1622180949 
unpause dedup 1622180958 
unpause splash2x-fft 1622180959 
change_core 1 1622180959 
pause dedup 1622180960 
pause splash2x-fft 1622180960 
change_core 2 1622180960 
unpause dedup 1622181021 
unpause splash2x-fft 1622181021 
change_core 1 1622181021 
pause dedup 1622181024 
pause splash2x-fft 1622181024 
change_core 2 1622181024 
unpause dedup 1622181030 
unpause splash2x-fft 1622181030 
change_core 1 1622181030 
pause dedup 1622181033 
pause splash2x-fft 1622181033 
change_core 2 1622181033 
unpause dedup 1622181045 
unpause splash2x-fft 1622181045 
change_core 1 1622181045 
pause dedup 1622181047 
pause splash2x-fft 1622181048 
change_core 2 1622181048 
unpause dedup 1622181052 
unpause splash2x-fft 1622181052 
change_core 1 1622181052 
pause dedup 1622181053 
pause splash2x-fft 1622181053 
change_core 2 1622181053 
unpause dedup 1622181057 
unpause splash2x-fft 1622181057 
change_core 1 1622181057 
pause dedup 1622181060 
pause splash2x-fft 1622181060 
change_core 2 1622181060 
unpause dedup 1622181069 
unpause splash2x-fft 1622181069 
change_core 1 1622181069 
pause dedup 1622181071 
pause splash2x-fft 1622181072 
change_core 2 1622181072 
unpause dedup 1622181080 
unpause splash2x-fft 1622181080 
change_core 1 1622181080 
pause dedup 1622181084 
pause splash2x-fft 1622181084 
change_core 2 1622181084 
unpause dedup 1622181086 
unpause splash2x-fft 1622181086 
change_core 1 1622181086 
pause dedup 1622181090 
pause splash2x-fft 1622181090 
change_core 2 1622181090 
unpause dedup 1622181095 
unpause splash2x-fft 1622181095 
change_core 1 1622181095 
pause dedup 1622181099 
pause splash2x-fft 1622181099 
change_core 2 1622181099 
unpause dedup 1622181104 
unpause splash2x-fft 1622181104 
change_core 1 1622181104 
pause dedup 1622181108 
pause splash2x-fft 1622181108 
change_core 2 1622181108 
unpause dedup 1622181117 
unpause splash2x-fft 1622181117 
change_core 1 1622181117 
pause dedup 1622181122 
pause splash2x-fft 1622181122 
change_core 2 1622181122 
unpause dedup 1622181126 
unpause splash2x-fft 1622181126 
change_core 1 1622181126 
pause dedup 1622181128 
pause splash2x-fft 1622181129 
change_core 2 1622181129 
unpause dedup 1622181138 
unpause splash2x-fft 1622181138 
change_core 1 1622181138 
pause dedup 1622181141 
pause splash2x-fft 1622181141 
change_core 2 1622181141 
unpause dedup 1622181143 
unpause splash2x-fft 1622181143 
change_core 1 1622181143 
pause dedup 1622181165 
pause splash2x-fft 1622181165 
change_core 2 1622181165 
finish splash2x-fft 1622181165 
unpause dedup 1622181188 
change_core 1 1622181188 
pause dedup 1622181192 
change_core 2 1622181192 
unpause dedup 1622181197 
change_core 1 1622181197 
pause dedup 1622181201 
change_core 2 1622181201 
unpause dedup 1622181207 
change_core 1 1622181207 
pause dedup 1622181209 
change_core 2 1622181209 
unpause dedup 1622181222 
change_core 1 1622181222 
pause dedup 1622181224 
change_core 2 1622181224 
unpause dedup 1622181227 
change_core 1 1622181227 
pause dedup 1622181231 
change_core 2 1622181231 
unpause dedup 1622181251 
change_core 1 1622181251 
pause dedup 1622181255 
change_core 2 1622181255 
unpause dedup 1622181264 
change_core 1 1622181264 
pause dedup 1622181267 
change_core 2 1622181267 
unpause dedup 1622181269 
change_core 1 1622181269 
pause dedup 1622181272 
change_core 2 1622181272 
unpause dedup 1622181276 
change_core 1 1622181276 
pause dedup 1622181279 
change_core 2 1622181279 
unpause dedup 1622181281 
change_core 1 1622181281 
pause dedup 1622181285 
change_core 2 1622181285 
finish dedup 1622181285 
finish blackscholes 1622181407 
finish canneal 1622181789 
finish freqmine 1622181857 
finish ferret 1622182208 
end  1622182208 
