start  1622175837 
change_core 2 1622176002 
unpause dedup 1622176011 
unpause splash2x-fft 1622176011 
change_core 1 1622176011 
pause dedup 1622176014 
pause splash2x-fft 1622176014 
change_core 2 1622176014 
unpause dedup 1622176020 
unpause splash2x-fft 1622176020 
change_core 1 1622176020 
pause dedup 1622176023 
pause splash2x-fft 1622176023 
change_core 2 1622176023 
unpause dedup 1622176035 
unpause splash2x-fft 1622176035 
change_core 1 1622176035 
pause dedup 1622176037 
pause splash2x-fft 1622176037 
change_core 2 1622176037 
unpause dedup 1622176044 
unpause splash2x-fft 1622176044 
change_core 1 1622176044 
pause dedup 1622176053 
pause splash2x-fft 1622176053 
change_core 2 1622176053 
unpause dedup 1622176058 
unpause splash2x-fft 1622176058 
change_core 1 1622176058 
pause dedup 1622176062 
pause splash2x-fft 1622176062 
change_core 2 1622176062 
unpause dedup 1622176067 
unpause splash2x-fft 1622176067 
change_core 1 1622176067 
pause dedup 1622176071 
pause splash2x-fft 1622176071 
change_core 2 1622176071 
unpause dedup 1622176080 
unpause splash2x-fft 1622176080 
change_core 1 1622176080 
pause dedup 1622176082 
pause splash2x-fft 1622176082 
change_core 2 1622176082 
unpause dedup 1622176143 
unpause splash2x-fft 1622176143 
change_core 1 1622176143 
pause dedup 1622176146 
pause splash2x-fft 1622176146 
change_core 2 1622176146 
unpause dedup 1622176151 
unpause splash2x-fft 1622176151 
change_core 1 1622176151 
pause dedup 1622176155 
pause splash2x-fft 1622176155 
change_core 2 1622176155 
unpause dedup 1622176167 
unpause splash2x-fft 1622176167 
change_core 1 1622176167 
pause dedup 1622176170 
pause splash2x-fft 1622176170 
change_core 2 1622176170 
unpause dedup 1622176173 
unpause splash2x-fft 1622176173 
change_core 1 1622176173 
pause dedup 1622176175 
pause splash2x-fft 1622176175 
change_core 2 1622176175 
unpause dedup 1622176178 
unpause splash2x-fft 1622176179 
change_core 1 1622176179 
pause dedup 1622176182 
pause splash2x-fft 1622176182 
change_core 2 1622176182 
unpause dedup 1622176191 
unpause splash2x-fft 1622176191 
change_core 1 1622176191 
pause dedup 1622176194 
pause splash2x-fft 1622176194 
change_core 2 1622176194 
unpause dedup 1622176203 
unpause splash2x-fft 1622176203 
change_core 1 1622176203 
pause dedup 1622176205 
pause splash2x-fft 1622176206 
change_core 2 1622176206 
unpause dedup 1622176209 
unpause splash2x-fft 1622176209 
change_core 1 1622176209 
pause dedup 1622176211 
pause splash2x-fft 1622176211 
change_core 2 1622176211 
unpause dedup 1622176217 
unpause splash2x-fft 1622176217 
change_core 1 1622176217 
pause dedup 1622176220 
pause splash2x-fft 1622176220 
change_core 2 1622176220 
unpause dedup 1622176227 
unpause splash2x-fft 1622176227 
change_core 1 1622176227 
pause dedup 1622176229 
pause splash2x-fft 1622176229 
change_core 2 1622176229 
unpause dedup 1622176239 
unpause splash2x-fft 1622176239 
change_core 1 1622176239 
pause dedup 1622176244 
pause splash2x-fft 1622176244 
change_core 2 1622176244 
unpause dedup 1622176248 
unpause splash2x-fft 1622176248 
change_core 1 1622176248 
pause dedup 1622176251 
pause splash2x-fft 1622176251 
change_core 2 1622176251 
unpause dedup 1622176259 
unpause splash2x-fft 1622176260 
change_core 1 1622176260 
pause dedup 1622176263 
pause splash2x-fft 1622176263 
change_core 2 1622176263 
unpause dedup 1622176265 
unpause splash2x-fft 1622176266 
change_core 1 1622176266 
pause dedup 1622176288 
pause splash2x-fft 1622176288 
change_core 2 1622176288 
finish splash2x-fft 1622176289 
unpause dedup 1622176294 
change_core 1 1622176294 
pause dedup 1622176295 
change_core 2 1622176295 
unpause dedup 1622176310 
change_core 1 1622176310 
pause dedup 1622176314 
change_core 2 1622176314 
unpause dedup 1622176319 
change_core 1 1622176319 
pause dedup 1622176322 
change_core 2 1622176322 
unpause dedup 1622176329 
change_core 1 1622176329 
pause dedup 1622176331 
change_core 2 1622176331 
unpause dedup 1622176344 
change_core 1 1622176344 
pause dedup 1622176346 
change_core 2 1622176346 
unpause dedup 1622176350 
change_core 1 1622176350 
pause dedup 1622176352 
change_core 2 1622176352 
unpause dedup 1622176373 
change_core 1 1622176373 
pause dedup 1622176377 
change_core 2 1622176377 
unpause dedup 1622176386 
change_core 1 1622176386 
pause dedup 1622176389 
change_core 2 1622176389 
unpause dedup 1622176391 
change_core 1 1622176391 
pause dedup 1622176394 
change_core 2 1622176394 
unpause dedup 1622176398 
change_core 1 1622176398 
pause dedup 1622176401 
change_core 2 1622176401 
finish dedup 1622176401 
finish blackscholes 1622176459 
finish canneal 1622176783 
finish freqmine 1622176964 
finish ferret 1622177297 
end  1622177297 
